Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.22529006393083026,0.3315118806683722,0.25061983761626594,0.19257821778453146
1,0.18407874883073777,0.2596163823340039,0.3754738095897161,0.18083105924554208
2,0.21269235272956827,0.3132679453829723,0.30657720887474604,0.1674624930127134
3,0.2407364144415109,0.2966727679896515,0.35284258982039723,0.10974822774844027
4,0.1810388367943701,0.37248310566578363,0.2525500516062116,0.19392800593363466
5,0.18910375897410345,0.26231050860225974,0.38798651494457104,0.16059921747906586
6,0.20980394966619428,0.28674735685025216,0.34548625438460434,0.15796243909894916
7,0.16910373908835902,0.2501017675733514,0.4375946801070964,0.1431998132311931
8,0.1293874167694883,0.14253134873355294,0.6214194793640483,0.10666175513291011
9,0.16165695512024564,0.27091982406562753,0.3806075125357898,0.18681570827833685
10,0.10058154541492287,0.1934127461668834,0.45297685439550606,0.25302885402268754
11,0.14941585248480949,0.24965740930523989,0.42653971398531243,0.1743870242246382
12,0.23261405758805784,0.2521293851312257,0.47155785556393603,0.04369870171678044
13,0.1582588677370454,0.2666461657548666,0.37172363647874485,0.20337133002934313
14,0.3505564251007214,0.37888426639583067,0.22502430682542976,0.045535001678018265
15,0.18767356751401432,0.2464438830939316,0.4482662468411967,0.11761630255085752
16,0.25355909701266377,0.2671903170439191,0.4396991160363521,0.03955146990706487
17,0.16570126093540596,0.21685836272296707,0.445022703839308,0.17241767250231865
18,0.18187713300079877,0.19486762432670357,0.5637116303993976,0.059543612273099816
19,0.17201380075880948,0.26047897280607535,0.42269812976979965,0.14480909666531547
20,0.181282536148923,0.32242886594589343,0.3395004533820009,0.15678814452318268
21,0.17847486348829264,0.24012180566800115,0.4514829264457505,0.1299204043979557
22,0.17392784414111467,0.4480775338492608,0.2221032661324916,0.15589135587713296
23,0.167376093362007,0.24217444192069376,0.4397238012895713,0.1507256634277282
24,0.13589670841901744,0.4467536718864008,0.14923905099341023,0.2681105687011716
25,0.17519518890811128,0.25400608973470773,0.4214948138643792,0.1493039074928019
26,0.3280843192304817,0.4112028233646741,0.20243766943855857,0.05827518796628578
27,0.17634785170274284,0.25864582776552975,0.38049379797215543,0.18451252255957204
28,0.32455772403934746,0.4075869570234373,0.20887666209071967,0.0589786568464952
29,0.18593280320104236,0.25430272513685404,0.4558588570076293,0.10390561465447436
30,0.19176577502339506,0.22114331729914924,0.4715274390786952,0.11556346859876042
31,0.1849919045533756,0.28649171724472056,0.3531801508928518,0.17533622730905193
32,0.0828211916788967,0.10099568035544176,0.7625779063889462,0.05360522157671511
33,0.17699831483901007,0.28363286159990847,0.38998165997033474,0.14938716359074672
34,0.08478729929941052,0.10683967768975705,0.745731472549065,0.06264155046176739
