id,father_height,mother_height,boy_dummy,prediction
5000,1.71,1.66,0,1.6551683333147245
5004,1.71,1.6,0,1.6371900560177939
5006,1.72,1.62,0,1.6450635379034844
5009,1.77,1.61,0,1.6514707722875634
5010,1.72,1.64,0,1.6510562970024611
5011,1.74,1.65,0,1.6578141221253766
5013,1.79,1.68,0,1.6762068747074097
5014,1.75,1.61,0,1.6477093267141365
5016,1.7,1.56,0,1.6233238150331264
5017,1.8,1.58,0,1.6481238019992386
5018,1.65,1.63,0,1.6348948579459779
5019,1.71,1.69,0,1.6641574719631902
5020,1.75,1.63,0,1.6537020858131133
5021,1.72,1.66,0,1.6570490561014382
5022,1.79,1.65,0,1.6672177360589444
5023,1.75,1.55,0,1.6297310494172055
5024,1.73,1.65,0,1.6559333993386631
5026,1.76,1.63,0,1.655582808599827
5028,1.77,1.55,0,1.6334924949906324
5030,1.68,1.55,0,1.6165659899102107
5032,1.67,1.67,0,1.6506418217173588
5033,1.72,1.6,0,1.6390707788045074
5036,1.74,1.7,0,1.6727960198728191
5039,1.78,1.6,0,1.6503551155247886
5040,1.72,1.68,0,1.663041815200415
5043,1.67,1.61,0,1.632663544420428
5045,1.7,1.63,0,1.6442984718795457
5046,1.74,1.6,0,1.6428322243779343
5047,1.71,1.63,0,1.6461791946662592
5049,1.77,1.62,0,1.654467151837052
5050,1.75,1.62,0,1.6507057062636248
5054,1.75,1.71,0,1.677673122209021
5059,1.78,1.58,0,1.6443623564258116
5060,1.61,1.56,0,1.6063973099527045
5061,1.76,1.69,0,1.6735610858967578
5063,1.84,1.63,0,1.6706285908935352
5065,1.62,1.7,0,1.6502273464322568
5066,1.8,1.69,0,1.681083977043612
5067,1.72,1.71,0,1.6720309538488807
5068,1.76,1.56,0,1.6346081517534075
5069,1.73,1.61,0,1.643947881140709
5072,1.72,1.64,0,1.6510562970024611
5074,1.74,1.64,0,1.6548177425758883
5080,1.74,1.63,0,1.6518213630263996
5081,1.66,1.65,0,1.6427683398316684
5082,1.72,1.66,0,1.6570490561014382
5083,1.74,1.68,0,1.666803260773842
5085,1.82,1.59,0,1.6548816271221543
5087,1.81,1.62,0,1.661990042983906
5088,1.8,1.59,0,1.651120181548727
5091,1.74,1.62,0,1.6488249834769113
5093,1.79,1.7,0,1.6821996338063867
5098,1.68,1.61,0,1.6345442672071417
5099,1.76,1.68,0,1.6705647063472693
5100,1.71,1.52,0,1.6132190196218859
5102,1.69,1.57,0,1.6244394717959012
5104,1.8,1.72,0,1.6900731156920772
5106,1.78,1.63,0,1.659344254173254
5107,1.72,1.62,0,1.6450635379034844
5109,1.81,1.7,0,1.6859610793798139
5110,1.69,1.64,0,1.6454141286423205
5111,1.8,1.6,0,1.6541165610982156
5114,1.78,1.6,0,1.6503551155247886
5116,1.72,1.6,0,1.6390707788045074
5117,1.78,1.62,0,1.6563478746237654
5120,1.76,1.62,0,1.6525864290503383
5121,1.75,1.63,0,1.6537020858131133
5123,1.69,1.63,0,1.6424177490928322
5124,1.84,1.66,0,1.6796177295420005
5125,1.79,1.59,0,1.6492394587620134
5130,1.72,1.62,0,1.6450635379034844
5131,1.7,1.65,0,1.6502912309785227
5132,1.74,1.65,0,1.6578141221253766
5135,1.74,1.65,0,1.6578141221253766
5137,1.71,1.73,0,1.676142990161144
5140,1.74,1.63,0,1.6518213630263996
5143,1.73,1.66,0,1.6589297788881516
5144,1.77,1.6,0,1.648474392738075
5145,1.8,1.66,0,1.6720948383951464
5146,1.71,1.68,0,1.6611610924137015
5149,1.69,1.6,0,1.6334286104443667
5150,1.73,1.6,0,1.6409515015912208
5153,1.73,1.58,0,1.6349587424922438
5154,1.7,1.62,0,1.6413020923300572
5156,1.71,1.62,0,1.6431828151167707
5157,1.83,1.65,0,1.6747406272057985
5158,1.76,1.65,0,1.6615755676988038
5159,1.86,1.63,0,1.6743900364669622
5161,1.76,1.73,0,1.6855466040947116
5162,1.66,1.68,0,1.6517574784801339
5163,1.77,1.66,0,1.6664526700350057
5167,1.71,1.7,0,1.6671538515126785
5168,1.78,1.67,0,1.671329772371208
5171,1.73,1.56,0,1.6289659833932668
5175,1.72,1.56,0,1.6270852606065533
5178,1.83,1.7,0,1.689722524953241
5182,1.75,1.63,0,1.6537020858131133
5190,1.69,1.54,0,1.6154503331474357
5191,1.77,1.62,0,1.654467151837052
5195,1.69,1.66,0,1.6514068877412975
5198,1.75,1.56,0,1.632727428966694
5200,1.73,1.67,0,1.6619261584376401
5201,1.78,1.6,0,1.6503551155247886
5202,1.72,1.63,0,1.6480599174529726
5203,1.78,1.64,0,1.6623406337227422
5206,1.67,1.61,0,1.632663544420428
5208,1.73,1.58,0,1.6349587424922438
5209,1.75,1.69,0,1.671680363110044
5212,1.69,1.68,0,1.6573996468402745
5213,1.76,1.56,0,1.6346081517534075
5214,1.67,1.66,0,1.6476454421678706
5215,1.76,1.6,0,1.6465936699513615
5216,1.71,1.59,0,1.6341936764683052
5218,1.73,1.56,0,1.6289659833932668
5219,1.73,1.67,0,1.6619261584376401
5220,1.71,1.71,0,1.670150231062167
5221,1.71,1.64,0,1.6491755742157475
5222,1.79,1.53,0,1.6312611814650826
5225,1.75,1.66,0,1.6626912244615788
5227,1.68,1.68,0,1.655518924053561
5228,1.73,1.62,0,1.6469442606901978
5229,1.62,1.58,0,1.614270791838395
5231,1.71,1.69,0,1.6641574719631902
5233,1.78,1.58,0,1.6443623564258116
5236,1.63,1.59,0,1.619147894174597
5237,1.81,1.63,0,1.6649864225333944
5239,1.74,1.66,0,1.6608105016748653
5241,1.68,1.62,0,1.63754064675663
5243,1.73,1.64,0,1.6529370197891746
5247,1.8,1.64,0,1.6661020792961694
5248,1.67,1.58,0,1.6236744057719625
5249,1.75,1.61,0,1.6477093267141365
5252,1.71,1.62,0,1.6431828151167707
5253,1.75,1.7,0,1.6746767426595328
5254,1.79,1.69,0,1.6792032542568984
5256,1.72,1.66,0,1.6570490561014382
5257,1.79,1.66,0,1.670214115608433
5259,1.76,1.65,0,1.6615755676988038
5260,1.68,1.59,0,1.6285515081081647
5261,1.76,1.68,0,1.6705647063472693
5265,1.75,1.69,0,1.671680363110044
5266,1.75,1.6,0,1.6447129471646478
5270,1.76,1.68,0,1.6705647063472693
5272,1.68,1.63,0,1.6405370263061185
5275,1.68,1.66,0,1.649526164954584
5280,1.72,1.64,0,1.6510562970024611
5284,1.75,1.66,0,1.6626912244615788
5285,1.81,1.59,0,1.6530009043354406
5287,1.77,1.68,0,1.6724454291339828
5288,1.77,1.66,0,1.6664526700350057
5289,1.81,1.64,0,1.667982802082883
5290,1.77,1.62,0,1.654467151837052
5292,1.84,1.65,0,1.6766213499925122
5297,1.65,1.64,0,1.6378912374954664
5303,1.75,1.64,0,1.6566984653626018
5304,1.66,1.64,0,1.6397719602821799
5306,1.71,1.61,0,1.6401864355672822
5308,1.88,1.54,0,1.6511840660949928
5309,1.76,1.57,0,1.637604531302896
5311,1.72,1.55,0,1.6240888810570648
5312,1.78,1.67,0,1.671329772371208
5313,1.69,1.64,0,1.6454141286423205
5315,1.7,1.64,0,1.647294851429034
5316,1.68,1.61,0,1.6345442672071417
5317,1.72,1.72,0,1.675027333398369
5321,1.78,1.65,0,1.665337013272231
5326,1.72,1.66,0,1.6570490561014382
5327,1.71,1.6,0,1.6371900560177939
5330,1.78,1.77,0,1.7012935678660925
5331,1.76,1.64,0,1.6585791881493153
5332,1.72,1.69,0,1.6660381947499037
5333,1.71,1.61,0,1.6401864355672822
5336,1.72,1.56,0,1.6270852606065533
5344,1.78,1.53,0,1.6293804586783691
5345,1.76,1.62,0,1.6525864290503383
5346,1.77,1.66,0,1.6664526700350057
5347,1.68,1.65,0,1.6465297854050955
5349,1.7,1.67,0,1.6562839900774995
5350,1.75,1.68,0,1.6686839835605558
5351,1.64,1.62,0,1.630017755609776
5352,1.8,1.66,0,1.6720948383951464
5357,1.7,1.63,0,1.6442984718795457
5358,1.74,1.6,0,1.6428322243779343
5359,1.67,1.59,0,1.6266707853214513
5360,1.72,1.59,0,1.6360743992550186
5366,1.7,1.69,0,1.6622767491764765
5368,1.71,1.53,0,1.6162153991713744
5375,1.72,1.69,0,1.6660381947499037
5376,1.73,1.73,0,1.6799044357345712
5378,1.78,1.65,0,1.665337013272231
5382,1.68,1.58,0,1.625555128558676
5386,1.77,1.55,0,1.6334924949906324
5388,1.73,1.62,0,1.6469442606901978
5390,1.72,1.52,0,1.6150997424085993
5391,1.74,1.67,0,1.6638068812243536
5395,1.67,1.6,0,1.6296671648709395
5396,1.81,1.54,0,1.638019006587998
5399,1.65,1.64,0,1.6378912374954664
5401,1.79,1.49,0,1.6192756632671288
5403,1.8,1.61,0,1.6571129406477039
5404,1.75,1.65,0,1.6596948449120903
5405,1.73,1.65,0,1.6559333993386631
5406,1.7,1.59,0,1.6323129536815917
5411,1.77,1.63,0,1.6574635313865405
5412,1.66,1.66,0,1.6457647193811569
5415,1.83,1.66,0,1.677737006755287
5417,1.67,1.62,0,1.6356599239699166
5418,1.78,1.58,0,1.6443623564258116
5420,1.82,1.67,0,1.6788526635180618
5427,1.78,1.62,0,1.6563478746237654
5430,1.7,1.58,0,1.6293165741321032
5433,1.75,1.61,0,1.6477093267141365
5434,1.72,1.72,0,1.675027333398369
5437,1.74,1.63,0,1.6518213630263996
5438,1.73,1.63,0,1.6499406402396861
5439,1.82,1.57,0,1.6488888680231772
5440,1.69,1.62,0,1.6394213695433435
5441,1.76,1.66,0,1.6645719472482923
5442,1.75,1.6,0,1.6447129471646478
5443,1.75,1.67,0,1.665687604011067
5444,1.73,1.61,0,1.643947881140709
5449,1.8,1.65,0,1.6690984588456579
5451,1.72,1.61,0,1.6420671583539956
5454,1.71,1.6,0,1.6371900560177939
5456,1.73,1.69,0,1.6679189175366171
5457,1.79,1.66,0,1.670214115608433
5458,1.76,1.56,0,1.6346081517534075
5460,1.81,1.59,0,1.6530009043354406
5463,1.72,1.66,0,1.6570490561014382
5466,1.7,1.65,0,1.6502912309785227
5469,1.75,1.69,0,1.671680363110044
5470,1.73,1.64,0,1.6529370197891746
5472,1.66,1.62,0,1.633779201183203
5473,1.73,1.55,0,1.6259696038437783
5474,1.78,1.65,0,1.665337013272231
5475,1.75,1.58,0,1.6387201880656708
5477,1.71,1.64,0,1.6491755742157475
5478,1.72,1.54,0,1.6210925015075763
5480,1.78,1.64,0,1.6623406337227422
5483,1.71,1.71,0,1.670150231062167
5484,1.72,1.6,0,1.6390707788045074
5487,1.73,1.58,0,1.6349587424922438
5493,1.75,1.57,0,1.6357238085161825
5494,1.67,1.68,0,1.6536382012668476
5497,1.76,1.64,0,1.6585791881493153
5501,1.71,1.61,0,1.6401864355672822
5502,1.74,1.59,0,1.6398358448284458
5505,1.77,1.54,0,1.6304961154411441
5507,1.74,1.67,0,1.6638068812243536
5511,1.68,1.52,0,1.6075768512617452
5512,1.73,1.64,0,1.6529370197891746
5513,1.73,1.64,0,1.6529370197891746
5514,1.7,1.61,0,1.6383057127805687
5515,1.75,1.64,0,1.6566984653626018
5516,1.75,1.63,0,1.6537020858131133
5519,1.71,1.61,0,1.6401864355672822
5520,1.78,1.59,0,1.6473587359753
5524,1.69,1.65,0,1.648410508191809
5525,1.77,1.68,0,1.6724454291339828
5526,1.79,1.61,0,1.6552322178609904
5530,1.72,1.64,0,1.6510562970024611
5534,1.74,1.68,0,1.666803260773842
5536,1.67,1.56,0,1.6176816466729855
5537,1.73,1.55,0,1.6259696038437783
5538,1.73,1.66,0,1.6589297788881516
5541,1.72,1.66,0,1.6570490561014382
5542,1.79,1.6,0,1.6522358383115021
5543,1.74,1.59,0,1.6398358448284458
5544,1.78,1.63,0,1.659344254173254
5547,1.72,1.69,0,1.6660381947499037
5549,1.8,1.52,0,1.6301455247023076
5551,1.75,1.66,0,1.6626912244615788
5556,1.79,1.65,0,1.6672177360589444
5557,1.75,1.62,0,1.6507057062636248
5558,1.67,1.56,0,1.6176816466729855
5561,1.76,1.52,0,1.6226226335554537
5564,1.73,1.66,0,1.6589297788881516
5566,1.76,1.65,0,1.6615755676988038
5568,1.69,1.58,0,1.6274358513453897
5570,1.75,1.61,0,1.6477093267141365
5571,1.7,1.68,0,1.659280369626988
5572,1.67,1.63,0,1.638656303519405
5575,1.67,1.66,0,1.6476454421678706
5576,1.8,1.62,0,1.6601093201971926
5578,1.7,1.64,0,1.647294851429034
5579,1.71,1.64,0,1.6491755742157475
5582,1.72,1.64,0,1.6510562970024611
5584,1.67,1.67,0,1.6506418217173588
5586,1.77,1.61,0,1.6514707722875634
5589,1.72,1.69,0,1.6660381947499037
5590,1.74,1.6,0,1.6428322243779343
5591,1.78,1.65,0,1.665337013272231
5597,1.73,1.73,0,1.6799044357345712
5600,1.81,1.75,0,1.7009429771272564
5601,1.75,1.63,0,1.6537020858131133
5602,1.7,1.61,0,1.6383057127805687
5606,1.69,1.65,0,1.648410508191809
5609,1.71,1.59,0,1.6341936764683052
5611,1.7,1.64,0,1.647294851429034
5612,1.74,1.66,0,1.6608105016748653
5614,1.66,1.62,0,1.633779201183203
5621,1.82,1.67,0,1.6788526635180618
5622,1.65,1.59,0,1.6229093397480239
5623,1.77,1.55,0,1.6334924949906324
5624,1.72,1.64,0,1.6510562970024611
5625,1.69,1.63,0,1.6424177490928322
5626,1.72,1.65,0,1.6540526765519497
5636,1.79,1.63,0,1.6612249769599674
5638,1.68,1.58,0,1.625555128558676
5641,1.7,1.64,0,1.647294851429034
5642,1.81,1.58,0,1.650004524785952
5643,1.76,1.66,0,1.6645719472482923
5644,1.69,1.67,0,1.654403267290786
5645,1.82,1.66,0,1.6758562839685736
5648,1.7,1.67,0,1.6562839900774995
5649,1.77,1.61,0,1.6514707722875634
5651,1.64,1.59,0,1.6210286169613104
5652,1.7,1.73,0,1.6742622673744305
5655,1.8,1.64,0,1.6661020792961694
5657,1.7,1.57,0,1.6263201945826147
5658,1.73,1.64,0,1.6529370197891746
